Date,Open,High,Low,Close,Volume
2020-12-01,16.875,17.1075,16.7805,17.0625,7420624
2020-12-02,16.9375,17.053,16.8505,16.9738,6620944
2020-12-03,16.907,17.0288,16.813,16.8555,6064768
2020-12-04,16.865,16.9945,16.7825,16.882,6541104
2020-12-07,16.9305,17.233,16.8405,17.2255,9900480
2020-12-08,17.372,18.0625,17.348,17.7312,18232224
2020-12-09,17.7055,17.7838,17.287,17.3495,7055024
2020-12-10,17.267,17.3945,17.1262,17.273,7503312
2020-12-11,17.2675,17.5625,17.1975,17.3337,9767536
2020-12-14,17.3588,17.717,17.1388,17.155,8208480
2020-12-15,17.327,17.5188,17.2948,17.4745,9826960
2020-12-16,17.847,18.3438,17.767,17.8562,16217968
2020-12-17,17.862,17.9625,17.625,17.8355,9184704
2020-12-18,17.9745,18.1862,17.793,17.9825,20131168
2020-12-21,17.71,17.965,17.463,17.9538,8063872
2020-12-22,17.9445,18.2575,17.936,18.1762,10482112
2020-12-23,18.132,18.2755,17.8995,17.9055,5376416
2020-12-24,18.043,18.0862,17.873,18.0525,1628544
2020-12-28,18.2638,18.3612,18.163,18.1838,7308112
2020-12-29,18.237,18.2812,17.9188,17.9688,4183680
2020-12-30,18.0812,18.2987,18.003,18.06,5336144
2020-12-31,18.125,18.178,17.9762,18.1605,4966096
2021-01-04,18.1725,18.225,17.527,17.6975,13027728
2021-01-05,17.7395,17.995,17.7395,17.8755,8945008
2021-01-06,18.218,18.2655,17.7555,17.867,11671856
2021-01-07,18.3095,18.5112,18.1278,18.498,14133584
2021-01-08,18.61,19.2013,18.583,19.1325,17671104
2021-01-11,18.898,19.0138,18.7845,18.935,8338448
2021-01-12,18.935,19.8055,18.9175,19.7675,14856000
2021-01-13,19.5725,19.634,19.2685,19.352,7125152
2021-01-14,19.5005,20.016,19.425,19.5688,9076512
2021-01-15,19.5938,19.9712,19.3518,19.817,11799280
2021-01-19,19.9275,19.9375,19.5162,19.8725,7624880
2021-01-20,20.0212,20.0212,19.576,19.653,6363952
2021-01-21,19.71,19.812,19.3035,19.4788,6785520
2021-01-22,19.443,19.531,19.242,19.4505,7575776
2021-01-25,19.735,19.7562,19.1417,19.2305,7947904
2021-01-26,19.3105,19.327,19.0755,19.1875,9344448
2021-01-27,19.0588,19.3,18.802,19.1055,20614288
2021-01-28,19.0525,19.4275,18.9495,19.3355,10208592
2021-01-29,19.2987,19.7125,19.1352,19.2225,11091056
2021-02-01,19.375,19.9712,19.37,19.7625,9643248
2021-02-02,19.875,20.023,19.673,19.777,7219376
2021-02-03,19.828,19.928,19.6062,19.7975,6300048
2021-02-04,19.8125,20.0088,19.6388,19.9988,5996224
2021-02-05,20.0875,20.2398,19.95,20.1195,8251792
2021-02-08,20.2055,20.292,19.912,20.0055,5281392
2021-02-09,20.015,20.0692,19.8738,19.9995,5230416
2021-02-10,20.1062,20.1062,19.66,19.9095,8381056
2021-02-11,19.9538,19.9975,19.6425,19.878,6391056
2021-02-12,19.903,20.22,19.7095,20.207,7267664
2021-02-16,20.3125,20.3875,19.8805,19.9163,6642576
2021-02-17,19.7225,19.7795,19.19,19.513,7815472
2021-02-18,19.2612,19.4735,19.0845,19.303,9918032
2021-02-19,20.3125,20.4125,19.107,19.4345,22678928
2021-02-22,19.2245,19.247,18.2178,18.26,22374176
2021-02-23,17.4312,18.0525,16.8912,17.9425,22548128
2021-02-24,17.7312,18.077,17.5,17.8975,8483424
2021-02-25,17.928,18.0195,17.4425,17.5162,9384976
2021-02-26,17.6295,17.7945,17.338,17.49,10301440
2021-03-01,17.6562,18.0662,17.645,17.9962,8142368
2021-03-02,18.0138,18.018,17.6588,17.7688,9986512
2021-03-03,17.8012,17.8012,17.3312,17.4338,8342128
2021-03-04,17.342,17.4795,16.5795,16.9538,13666928
2021-03-05,16.9945,17.16,16.38,17.0662,12665072
2021-03-08,17.0425,17.3195,16.7338,16.7395,8013696
2021-03-09,16.923,17.4267,16.91,17.252,7324464
2021-03-10,17.477,17.5,17.0,17.0055,8722032
2021-03-11,17.377,17.475,17.1875,17.2238,7632352
2021-03-12,17.2388,17.5413,17.1255,17.4755,8347232
2021-03-15,17.5555,18.048,17.5555,17.9145,7714496
