Date,ret_close,ret_sign,ret_close_20d,ret_sign_20d,ret_vol_20d
2021-01-29,-0.025012357884330316,-1,-0.11497260532779152,-1,0.00022936640267284193
2021-04-28,0.015326185293669692,1,0.10167267637939914,1,8.338199103767294e-05
2021-07-28,-0.01589942385077492,-1,0.046536659766859056,1,0.0001558429325286271
2021-10-27,-0.06917768170381666,-1,-0.048077445775273175,-1,0.00047946197984547075
2022-01-28,0.10595769647669528,1,0.04648361781809274,1,0.0007873110186979127
2022-04-27,0.06469555482048794,1,-0.06140705050559436,-1,0.0005342081875756811
2022-07-27,-0.009503437004278248,-1,0.06232599863892263,1,0.00013002888868198962
2022-10-26,0.04604562598026618,1,0.13478062937460877,1,0.0002955735151814186
2023-01-27,0.029957985476013693,1,0.1290423441129176,1,0.00015091034051304338
2023-04-26,-0.006266722685359216,-1,0.035498513790640285,1,8.69375189824461e-05
2023-07-26,-0.006669865031820876,-1,0.04291738359083186,1,8.718116381644923e-05
2023-10-25,0.009379957238430103,1,0.03202831290520192,1,8.212990639122051e-05
2024-01-26,-0.017135155949172254,-1,0.03479460812212021,1,3.703157232217238e-05
2024-04-24,0.0033225521905322353,1,-0.01988352805164406,-1,4.844069229217227e-05
2024-07-24,-0.040107703291862196,-1,-0.07077759028260311,-1,0.00020764282730902116
2024-10-30,0.029376370731151402,1,0.04750914821926733,1,0.0001350250407106281
