Date,ret_close,ret_sign,ret_close_20d,ret_sign_20d,ret_vol_20d
2021-01-21,-0.0010192056565914154,-1,-0.04159504984530771,-1,5.5384841716541854e-05
2021-04-21,-0.00643708488763528,-1,0.0320052922136731,1,8.263682998305173e-05
2021-08-02,-0.00242878582459094,-1,0.05054438285461238,1,5.735332992976357e-05
2021-10-20,0.0039809384164224415,1,-0.016652065890192524,-1,7.580292109497792e-05
2022-01-20,0.005427803257947117,1,0.03248837148870942,1,0.00013090975032776811
2022-04-21,-0.0008034830054001185,-1,0.08420348330325833,1,0.00010023074295540943
2022-08-01,0.028724507181126624,1,-0.01562315723750396,-1,0.0003256511837244211
2022-10-20,-0.012880207078283967,-1,-0.06107208872458414,-1,0.00020224559926687526
2023-01-20,0.0038618171605111495,1,-0.04978067260401442,-1,0.0001475097072668715
2023-04-24,0.001794066764913227,1,0.06563522355507079,1,7.389622600868011e-05
2023-07-31,-0.0007032798414422503,-1,0.030051403716884195,1,9.700685181972634e-05
2023-10-19,-0.011864293807905102,-1,-0.025568555278033256,-1,9.797166282929139e-05
2024-01-24,-0.012079490842966556,-1,0.04708149779735682,1,0.0001306346319080471
2024-04-22,0.015176425951688444,1,-0.006928120747247357,-1,8.384716772211526e-05
2024-07-31,-0.005813234384662969,-1,-0.019158023184868922,-1,0.00019470807405227728
2024-10-21,-0.010158804297057511,-1,-0.024342521724118216,-1,4.745804606986552e-05
