Date,ret_close,ret_sign,ret_close_20d,ret_sign_20d,ret_vol_20d
2021-02-25,-0.023456876264660642,-1,-0.05488265302990303,-1,0.00042070434474305554
2021-05-20,0.014161378352629539,1,-0.039183690120447534,-1,0.0003502565013745851
2021-08-19,0.014325928958951906,1,0.029592223728848843,1,0.000844004700290011
2021-11-18,0.006765075298770018,1,0.08779056747435843,1,0.0001369847918350998
2022-02-24,-0.0077929924430159,-1,-0.06439552418170336,-1,0.0002944391320540123
2022-05-19,0.02197566449568744,1,-0.08374595596938372,-1,0.0007147600368689277
2022-08-18,0.005107257066828463,1,0.1183608379693839,1,0.00037972934441298027
2022-11-17,-0.03128341003114388,-1,0.16881660123387543,1,0.0009482130130980623
2023-03-02,0.004065668262055455,1,-0.08643940812886308,-1,0.0004690811689582722
2023-05-24,-0.014614081780788823,-1,0.014093625498007967,1,0.00023306782634087634
2023-08-23,0.006423318862408101,1,-0.029392916648865675,-1,0.00016022482548806505
2023-11-22,0.0021205695243864398,1,0.06658068676446871,1,0.0002669683622472399
2024-02-28,0.014486596711839939,1,0.11318292000745855,1,0.00019327292390215688
2024-05-22,-0.016588099261762967,-1,-0.03977593469104168,-1,0.00011228275405925905
2024-08-21,0.008488328548246216,1,0.04618638580739853,1,0.0002443373572610202
2024-11-20,0.014541387024608499,1,-0.02621154344526322,-1,0.00028128798462328077
