Date,ret_close,ret_sign,ret_close_20d,ret_sign_20d,ret_vol_20d
2021-01-20,-0.013097212187568652,-1,0.12804225874751718,1,0.00044794770485327717
2021-04-16,0.010576595932779043,1,0.005394441912468073,1,0.00025464118817137855
2021-07-15,-0.0007845389969070027,-1,-0.06703681723484611,-1,0.0004080493146143409
2021-10-15,0.028831763761133056,1,0.1449237096651348,1,0.0003795875485313939
2022-01-20,-0.014864531368436018,-1,0.03529275550255284,1,0.00031378541242284687
2022-04-19,0.018531284320226993,1,-0.07633010774924587,-1,0.00035220406319262735
2022-07-19,0.03378893683797579,1,0.04479680779527273,1,0.0005248408232553922
2022-10-18,0.037478384184103986,1,0.020779243716773532,1,0.0008614636296767294
2023-01-17,-0.020153278455861345,-1,0.08655964746616318,1,0.00011184912385015266
2023-04-19,-0.0163612565445026,-1,0.05141657922350462,1,0.0004554221667947337
2023-07-19,0.027035830618892476,1,0.09213716660893656,1,0.0002947204808699783
2023-10-18,-0.011223750905141272,-1,-0.043432574430823156,-1,0.00020758335863656392
2024-01-16,-0.02073170731707319,-1,-0.05362404242781382,-1,0.0001124212486021166
2024-04-17,0.01585928489042665,1,-0.02220371912295316,-1,0.00024094897734916717
2024-07-17,-0.003399048266485516,-1,0.11313591495823849,1,0.00024130975993020802
2024-10-16,0.015662078785002365,1,0.08026249369005556,1,0.00024568911923178693
