Date,ret_close,ret_sign,ret_close_20d,ret_sign_20d,ret_vol_20d
2021-01-27,0.02753557010009633,1,0.05260467050218076,1,0.0006457630608191171
2021-04-28,0.03896277385263902,1,0.12288047227168453,1,0.00024892755129256766
2021-07-23,-0.008460969953362762,-1,0.015914876950192447,1,0.0004768898609250729
2021-10-27,-0.07487877657590458,-1,-0.08433371687351165,-1,0.0006526092193315631
2022-01-26,-0.047695404226769544,-1,-0.008854192124796656,-1,0.00043768125372887806
2022-04-27,-0.05959668984187527,-1,-0.08356754731122362,-1,0.00048332237577570683
2022-07-22,-0.04672574519507411,-1,0.04530540131246852,1,0.0006163472450531492
2022-10-28,0.04866733644583654,1,0.16198635743519785,1,0.0007277007188164285
2023-01-25,0.08994460614026845,1,0.28007498070349546,1,0.0008861720002439634
2023-04-28,0.01364725492238783,1,0.03312805266510921,1,0.00023103152291837066
2023-07-21,0.00504391686233574,1,0.0810027125619679,1,0.0002327319851793749
2023-10-27,0.09194503407440502,1,0.007109737248840675,1,0.0007269311533352474
2024-01-26,0.04654847227461323,1,0.05772016774685462,1,0.0002641642933002581
2024-04-26,0.0016441734603001024,1,-0.01799986567264411,-1,0.00024321032311358767
2024-07-24,0.006254295532646115,1,0.08564437194127228,1,0.00031187739760815566
2024-10-25,0.05226412632128419,1,0.08169562009524456,1,0.00043316649405519613
