Date,ret_close,ret_sign,ret_close_20d,ret_sign_20d,ret_vol_20d
2021-02-01,0.010317189631650958,1,0.020222487543912093,1,0.0003327469805598102
2021-04-30,0.0027791928969105317,1,-0.015421236914502146,-1,0.00011428553663135183
2021-08-02,-0.007710802590511157,-1,-0.05287314815694699,-1,0.00020905462023100771
2021-10-29,-0.0004012076349811933,-1,0.055581152719742954,1,0.0002563469191491795
2022-01-31,0.001994997316374203,1,-0.02031763634203332,-1,0.0004395898756196553
2022-04-29,-0.008946933945383151,-1,-0.05059379599747682,-1,0.00045484234764713683
2022-08-03,-0.0034834604202095276,-1,0.0686782640412753,1,0.0006905007960315199
2022-10-28,0.033939851041765,1,0.3457349882507408,1,0.0006913162788134404
2023-02-01,-0.010900154584010502,-1,0.04462491627595444,1,0.0003003280693929202
2023-04-28,0.02085568982410302,1,-0.02556337400908515,-1,0.0003768726408860607
2023-08-02,-0.003741555517062123,-1,0.17457010987215615,1,0.0004926181657443076
2023-11-01,0.025569564255695676,1,-0.12526883749009532,-1,0.0005262132800198531
2024-02-06,0.004107031736154454,1,0.10426005132591976,1,0.00022394877231418314
2024-04-26,0.01591715976331365,1,-0.0629042381901046,-1,0.00042154206299166
2024-08-07,-0.0019605440509741223,-1,-0.00815879201169023,-1,0.0005098195267766711
2024-10-31,-0.008016032064128265,-1,-0.03807307780817715,-1,0.00016970507690584503
