Date,ret_close,ret_sign,ret_close_20d,ret_sign_20d,ret_vol_20d
2021-02-04,0.027707682340603057,1,0.10942299741502226,1,0.0009601271535497923
2021-04-30,-0.03375606701111644,-1,-0.09195777752274015,-1,0.00039703457684572423
2021-07-30,0.08998146783664907,1,0.11688205570699228,1,0.000792985778097853
2021-10-28,0.043420562141206265,1,0.062298476466909225,1,0.0002355151239666507
2022-01-28,0.01338089491559602,1,-0.14150375012452976,-1,0.001260205121460456
2022-04-29,-0.04056885045815284,-1,-0.12784860084950878,-1,0.0010472537196128777
2022-07-29,0.03664925740755365,1,0.20201653622822513,1,0.0009318003149202565
2022-10-27,0.008193822211742585,1,-0.00579367539916309,-1,0.0010472666847249268
2023-01-27,-0.06854650620393687,-1,0.08595279530128352,1,0.0007450721484679279
2023-04-27,0.07633758674725755,1,-0.001324159418408355,-1,0.0006979724459798961
2023-07-28,0.05941743547216749,1,0.07078347966389376,1,0.0007521399152650829
2023-10-26,0.007475156098847968,1,0.0003274465716345265,1,0.0003476271738761465
2024-01-26,-0.06595084854057265,-1,0.013356552318798842,1,0.0006748545814728573
2024-04-26,0.049498476855635465,1,0.011008202470761619,1,0.0006279632971534652
2024-07-25,0.009315003241726849,1,-0.062080413131685774,-1,0.0011574848220736408
2024-10-31,-0.036961549580803665,-1,-0.13986004957653364,-1,0.0014389335824252175
