Date,ret_close,ret_sign,ret_close_20d,ret_sign_20d,ret_vol_20d
2021-01-20,-0.0126627664257416,-1,0.19965234344671723,1,0.0005383682473486827
2021-04-15,0.00957982776164612,1,-0.018559287786577228,-1,0.00015800036570829843
2021-05-14,0.027758368246328713,1,0.07728987044403968,1,0.0002802985224105851
2021-07-14,-0.004216372430604909,-1,0.008346457572406818,1,0.0003356216821769083
2021-10-18,0.018777601040772085,1,0.0940226911805635,1,0.0003090255117711558
2022-01-19,-0.019983376147957976,-1,-0.06537386481649243,-1,0.0005330490190385297
2022-04-18,0.025617029376308498,1,-0.044879256453738026,-1,0.00018694109540594317
2022-07-19,0.055730420292538385,1,0.1367458787026432,1,0.0005645294919759453
2022-10-19,-0.006658007408476552,-1,-0.02790471407946782,-1,0.0006019846310555182
2023-01-18,-0.0023719707361683495,-1,0.007911072614407155,1,0.0003290104890149957
2023-04-19,0.008924560510316981,1,0.06180660615229461,1,9.507904659553105e-05
2023-07-20,0.030274555865511754,1,0.07933675823668751,1,0.0002557052546835941
2023-10-18,-0.023920351693819564,-1,-0.10317790317790321,-1,0.00018071728608592386
2024-01-17,-0.00859508476803783,-1,-0.008751412577855944,-1,8.05682556497723e-05
2024-04-16,-0.010027938535222436,-1,0.03249473163878558,1,0.0003092001304492456
2024-07-16,0.02192064685208117,1,0.12668548134211344,1,0.00019478977022821265
2024-10-16,0.014319078065775814,1,0.09344174336538869,1,0.00018858090813503526
