Date,ret_close,ret_sign,ret_close_20d,ret_sign_20d,ret_vol_20d
2021-02-12,-0.008135046469201823,-1,-0.05569097509522858,-1,0.00013425854446816343
2021-04-16,0.012994570862400634,1,0.08786766450959616,1,0.00011145518664208373
2021-07-14,0.010342668952940892,1,0.04010255045216082,1,8.53711262877148e-05
2021-10-06,0.025552438940959155,1,-0.011252481680089077,-1,7.179451513976945e-05
2022-02-11,0.0012562277797087962,1,-0.03213275170950247,-1,0.00010488966814755652
2022-04-27,0.008946755035492693,1,0.03960360010674169,1,7.610346378295235e-05
2022-07-13,0.003544022375749911,1,0.064855095440421,1,0.0001270042498987141
2022-10-13,0.03081858144231897,1,0.052629024822264725,1,0.00023731043728013115
2023-02-10,0.019793957633985393,1,0.002389350324268902,1,0.00010640993114721618
2023-04-26,-0.0061673079964156274,-1,0.050771888758847306,1,4.623154667246835e-05
2023-07-14,0.003626086492827918,1,0.027515422831249747,1,8.892509325177641e-05
2023-10-11,-0.010827250608272498,-1,-0.09494657168299203,-1,0.0001989415593136535
2024-02-12,0.017534442655215754,1,0.019967716864948803,1,0.00015108143470432114
2024-04-24,0.03615231865436286,1,0.02709430903722576,1,0.0001834668595203598
2024-07-12,0.014821591948764867,1,0.015564914850759726,1,6.354155031754313e-05
2024-10-09,0.012439854477173995,1,-0.01843213107293218,-1,8.037237716829869e-05
