Date,ret_close,ret_sign,ret_close_20d,ret_sign_20d,ret_vol_20d
2021-02-10,-0.026011924665297337,-1,0.03166203246927979,1,0.00018812043388379495
2021-05-20,0.007239647682435901,1,0.026215076511396873,1,0.0001341720069876314
2021-08-19,0.038438727922113225,1,0.05004569165746475,1,0.0001263948999137709
2021-11-18,-0.05513711138448796,-1,-0.03699231410315773,-1,0.00024374934584863844
2022-02-17,0.028025530676313304,1,-0.0397657659566204,-1,0.00024092790786331094
2022-05-19,-0.13730350092129495,-1,-0.20954970112565074,-1,0.001463805680555189
2022-08-18,0.05807841559486571,1,0.1074469602465038,1,0.00027316631589509977
2022-11-17,0.04956071187204336,1,0.11699832174538494,1,0.0003755395675453891
2023-02-16,0.052425180598555166,1,0.09750322858372806,1,0.000246271579114017
2023-05-18,0.011967247533067438,1,0.034778875053671277,1,9.324513272033516e-05
2023-08-17,0.03342145015105724,1,0.04506396792056511,1,0.00011838296923059946
2023-11-16,-0.09834834834834838,-1,-0.09902475618904727,-1,0.0005984463868492001
2024-02-15,-0.024264120922832144,-1,-0.03330049261083734,-1,0.00017226580218897045
2024-05-16,-0.0267767263942017,-1,0.004780710870920801,1,9.862104270376665e-05
2024-08-15,0.06800176056338025,1,0.010199833472106512,1,0.0004519353105352656
2024-11-14,-0.02129097668131119,-1,0.026950354609929228,1,0.0001176690810682406
