Date,ret_close,ret_sign,ret_close_20d,ret_sign_20d,ret_vol_20d
2021-01-28,-0.014917300543902057,-1,0.07211264997288258,1,0.0010921199757180828
2021-04-22,-0.04164272660284818,-1,0.11238484580169916,1,0.0009984313317573153
2021-07-29,-0.024191200285275993,-1,-0.04775670546094213,-1,0.00043793201698847235
2021-10-21,-0.017829789729044254,-1,-0.09105075652367067,-1,0.0003775881022371683
2022-01-27,-0.06934146573906419,-1,-0.23592441427894684,-1,0.0012178330041076242
2022-04-21,-0.024802693683415256,-1,-0.11578211883897638,-1,0.0007175315398001359
2022-07-28,0.036954879291562825,1,0.13556403238297743,1,0.001074497095651709
2022-10-20,0.07813483194827175,1,-0.08003195141691843,-1,0.0018180874353445331
2023-01-26,0.019143149937281834,1,0.22761909790049817,1,0.0005465700803859188
2023-04-20,0.07230206600971356,1,0.03994078092150666,1,0.0008906441645264731
2023-07-27,0.09274948242124359,1,0.09307178367738334,1,0.0008014961930752733
2023-10-19,-0.06273359214202723,-1,-0.01382579204235257,-1,0.0003988380801882211
2024-01-25,0.02056288493072267,1,0.08783393830779263,1,0.000473383947443449
2024-04-25,0.01873578321093028,1,-0.06648247298232468,-1,0.00042125814807118865
2024-08-01,-0.09868190399871091,-1,-0.23312396939210345,-1,0.0020373325812825145
2024-10-24,0.05091957178149875,1,-0.09651917404129806,-1,0.0009941222075767525
