Date,ret_close,ret_sign,ret_close_20d,ret_sign_20d,ret_vol_20d
2021-01-15,-0.021165657462063336,-1,0.0420794126441828,1,0.0002830487448132619
2021-04-16,-0.0078097151560322375,-1,0.12118937327205814,1,0.0001822852081454016
2021-07-15,-0.00036956391458076165,-1,0.012256085688927554,1,0.0002609569623753562
2021-10-14,0.028442407749752263,1,0.0023141832518516203,1,0.00029331686885226765
2022-01-18,-0.019562940294522435,-1,-0.08928594850148741,-1,0.00017257017140766766
2022-04-14,-0.03852108310781177,-1,-0.07120845674360454,-1,0.0002835168454223565
2022-07-18,-0.0047298881326874875,-1,0.02007898062535185,1,0.0004181240211264458
2022-10-14,-0.026641043032632372,-1,-0.12092661569849261,-1,0.0007108828971498667
2023-01-17,-0.005649812749865757,-1,0.073833037515739,1,0.0003106526499116114
2023-04-17,0.01016805815186217,1,0.09682810740108283,1,0.00016484264261653367
2023-07-17,-0.00021937276594652388,-1,0.023454814988771666,1,0.00015036735696113862
2023-10-16,0.012411417777865807,1,-0.08553894336527346,-1,0.00013029289802296023
2024-01-16,-0.010280515815385916,-1,-0.019512132903925283,-1,0.0001407960988186898
2024-04-15,-0.0005360859560221698,-1,-0.049257635908850905,-1,0.000242394326545101
2024-07-16,0.025493165099769177,1,0.09698204393429544,1,9.169245995969608e-05
2024-10-14,0.0014744446598573546,1,0.10784336964533447,1,0.0001510560491688744
