Date,ret_close,ret_sign,ret_close_20d,ret_sign_20d,ret_vol_20d
2021-02-05,0.039973433856264506,1,0.09502807715112827,1,0.00040828117721608705
2021-04-30,-0.005805461321409466,-1,-0.04469511235435464,-1,7.924361333778076e-05
2021-07-30,-0.022049813756077064,-1,-0.012138263541533245,-1,8.155332765633035e-05
2021-10-29,-0.03652168730069849,-1,-0.053673273824746626,-1,0.00015614434835049224
2022-02-02,-0.038693253229528324,-1,-0.08848427277703286,-1,0.00018870769564183047
2022-04-29,-0.03606265933181274,-1,-0.0018513244090002656,-1,0.00021638693114941544
2022-08-03,0.04585180884461049,1,-0.00733300388189162,-1,0.00020753587825146728
2022-10-28,0.1292022992534032,1,0.2849731786488314,1,0.0009517398054836824
2023-02-03,0.03821108244256055,1,-0.015725101921956863,-1,0.0003091050678117831
2023-04-28,-0.016038300418910856,-1,0.009330877839164975,1,0.00014237011333731832
2023-08-04,0.0417052826691382,1,0.05724267669981198,1,0.00021128454452195173
2023-11-08,-0.03361865773477224,-1,0.012214137214137333,1,0.00021079884790037485
2024-02-07,-0.04246011322696852,-1,-0.13525447362305365,-1,0.0006698860103557577
2024-04-26,0.002298146162095893,1,-0.10689419795221844,-1,0.00010960950243822984
2024-08-09,-0.025532477840984336,-1,0.0528873642081189,1,0.0003456530847840107
2024-11-07,0.06772821463627454,1,0.15625369079957485,1,0.0002734615176332108
